Article Title,Article URL,Editorial Decision,Claim,Classification,Source,Source URL,Verification Status,Required Correction
Credit Card vs Debit Card for Everyday Spending — What Actually Saves You Money,(not live) /credit-card-vs-debit-card-for-everyday-spending-what-actually-saves-you-money,IMPROVE,"""Credit card interest on a carried balance runs roughly 3-3.5% per month on most Indian cards, calculated on the entire outstanding from the transaction date if you don't pay the full bill — not just the unpaid portion.""",VERIFIABLE,Fi Money — Credit card interest rates guide; Paisabazaar interest rate explainer,https://fi.money/guides/credit-cards/credit-card-interest-rates-quick-guide,Confirmed,"None — matches typical Indian issuer terms (2.5-3.75%/month, charged on the full outstanding from transaction date once the grace period is lost, not just the residual balance)."
Credit Card vs Debit Card for Everyday Spending — What Actually Saves You Money,(not live) /credit-card-vs-debit-card-for-everyday-spending-what-actually-saves-you-money,IMPROVE,"""Credit card cashback and reward points, typically in the 1-5% range depending on card and category.""",VERIFIABLE,,,Could Not Verify,"Broadly consistent with general knowledge of Indian card reward structures (base rates around 1-2%, accelerated category rates up to 5% or more on some premium cards), but no specific citation was retrieved this session. Cite a named card's published reward structure for precision."
Credit Card vs Debit Card for Everyday Spending — What Actually Saves You Money,(not live) /credit-card-vs-debit-card-for-everyday-spending-what-actually-saves-you-money,IMPROVE,"""Both card types charge a forex markup (commonly 2-3.5%) on foreign currency transactions unless you're using a dedicated forex or travel card.""",VERIFIABLE,"CardInsider — ""All About Foreign Currency Markup Fee on Credit Cards""",https://cardinsider.com/blog/all-about-foreign-currency-markup-fee-on-credit-cards/,Confirmed,"None — reported Indian card forex markups range roughly 0.99% to 3.5%, with most standard cards around 2-3.5%, consistent with the article's figure. Note GST (18%) applies on top of the markup itself, which the article doesn't mention."
Credit Card vs Debit Card for Everyday Spending — What Actually Saves You Money,(not live) /credit-card-vs-debit-card-for-everyday-spending-what-actually-saves-you-money,IMPROVE,"""Consistent credit card use that's paid in full every month is one of the more reliable ways to build credit history, since on-time repayment and a low utilization ratio... both factor into your credit score.""",VERIFIABLE,,,Could Not Verify,"Consistent with general knowledge of CIBIL/credit bureau scoring factors (payment history and utilization are well-known major factors), but a specific CIBIL/credit bureau methodology citation was not retrieved this session. Cite CIBIL's own scoring factor documentation for authority."
Credit Card vs Debit Card for Everyday Spending — What Actually Saves You Money,(not live) /credit-card-vs-debit-card-for-everyday-spending-what-actually-saves-you-money,IMPROVE,"The entire article discusses interest rates, float periods, rewards, and forex markups in generic ranges without naming a single actual card or issuer (e.g., HDFC, SBI Card, ICICI, Axis) anywhere in the piece.",POTENTIALLY MISLEADING,,,N/A,"Flagged editorial gap: every numeric range (float period, interest rate, rewards, forex markup) is generic. Anchor at least one range to a real, named card/issuer's published terms so the comparison reads as researched rather than templated."
Credit Card vs Debit Card for Everyday Spending — What Actually Saves You Money,(not live) /credit-card-vs-debit-card-for-everyday-spending-what-actually-saves-you-money,IMPROVE,"""Disputed [credit card] transactions are typically frozen rather than debited from your own funds while investigated.""",VERIFIABLE,,,Could Not Verify,"Consistent with general chargeback-dispute practice (credit disputes typically don't debit the cardholder pending investigation, unlike a debit card fraud claim which pulls from the actual account first), but no specific RBI/issuer citation was retrieved this session. Cite RBI's card dispute/chargeback circular for authority if this claim is retained."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"""When you click through a cashback app to a retailer and buy something, the retailer pays the cashback app a commission... for driving that purchase through an affiliate link. The app then shares a portion of that commission back to you.""",VERIFIABLE,,,Could Not Verify,"This is the well-established, undisputed affiliate-marketing business model that cashback apps worldwide run on, but no specific citation (e.g., a named app's own disclosure, or an industry report) was retrieved this session to source it directly. Cite an actual cashback app's own ""how it works"" or terms page."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"The entire article explains the cashback-app business model (commissions, breakage, float, nudging) without naming a single actual Indian cashback app anywhere (e.g., CashKaro, Magicpin, GoPaisa, ick).",UNSUPPORTED,,,N/A,"Flagged editorial gap: for a piece specifically titled ""How Cashback Apps Actually Make Money Off You,"" zero real apps are named. Name actual Indian cashback apps and, where possible, cite their real published terms (minimum withdrawal thresholds, pending/confirmation windows) to back the breakage and float claims with real specifics instead of generic industry description."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"""A meaningful share of cashback offered across the industry is never redeemed... this unredeemed cashback, called 'breakage' in the industry, is money the app never has to pay out.""",UNSUPPORTED,,,N/A,"""Breakage"" is a real, standard term in loyalty/gift-card/rewards industries, so the concept is legitimate, but the specific claim of a ""meaningful share"" going unredeemed for cashback apps is asserted with no figure or source. Cite an actual breakage-rate statistic (loyalty industry reports commonly cite gift-card breakage rates) or qualify the claim as illustrative rather than measured."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"""During that [pending] period, the app is holding money technically earmarked for you, which, across a large user base, is meaningful float that can itself generate value before you ever get access to it.""",UNSUPPORTED,,,N/A,"Plausible mechanism (float value is a real concept in fintech), but no figure, disclosure, or named app's pending-period data is cited to support that it's ""meaningful"" in this specific context. Either cite a specific app's disclosed pending window and estimate the float value, or frame as informed speculation rather than settled fact."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"""The categories getting the loudest push notifications are usually the ones generating the most commission for the app, not necessarily the ones offering you the best actual value.""",UNSUPPORTED,,,N/A,"A reasonable inference from the commission-based model described earlier, but presented as an observed fact about notification behavior without any actual data or named app example. Soften to ""likely"" framing or support with a specific example."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"""If a cashback rate looks unusually high compared to everything else on the same app, that's often a sign the underlying commission, and sometimes the price itself, has been inflated.""",OPINION,,,N/A,"Reasonable heuristic/advice but a speculative inference, not a checkable fact. Fine to keep as clearly-framed advice rather than an assertion of fact."
How Cashback Apps Actually Make Money Off You,(not live) /how-cashback-apps-actually-make-money-off-you,IMPROVE,"""Electronics and travel bookings often carry noticeably higher cashback percentages than daily groceries or utility bill payments... because those retailers pay a higher commission on higher-ticket purchases.""",UNSUPPORTED,,,N/A,"Plausible and broadly consistent with affiliate commission structures generally being category-dependent, but no actual rate comparison or named retailer/app data is cited. Pull real cashback-rate-by-category data from a named app to support this."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"The entire article — about calling your ISP/DTH provider's retention team — never once names an actual Indian provider (Jio, Airtel, ACT Fibernet, Tata Play, Dish TV, BSNL, etc.), despite giving provider-specific tactical advice throughout.",UNSUPPORTED,,,N/A,"This is the flagged core gap: a tactically detailed how-to about negotiating with ""your provider"" that never names Jio, Airtel, ACT, or Tata Play. Name actual providers and, where possible, their real retention-line contact paths, known loyalty-offer patterns, or published plan comparisons, so the advice reads as researched rather than generic."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"""TRAI's channel selection framework means DTH subscribers pay for exactly the channels and packs they've selected — many people are still paying for bundled packs chosen years ago.""",VERIFIABLE,"TRAI New Tariff Order (effective Feb 1, 2019), as reported by TelecomTalk and TechPP",https://telecomtalk.info/trai-subscribers-base-pack-rs130/185537/,Confirmed,"None on the core mechanism — TRAI's tariff framework (in effect since Feb 2019) requires a-la-carte channel selection with a mandated base pack (₹130 + GST) and per-channel MRP caps, letting subscribers choose and pay only for selected channels/packs. Citing the TRAI order directly (rather than secondary reporting) would strengthen sourcing."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"""Frontline retention staff typically have a discount authority ceiling, often somewhere around 10-20% off the current plan price or a one-tier speed upgrade, that they can approve on the call without needing a supervisor.""",UNSUPPORTED,,,N/A,"A specific-sounding number (10-20%) presented as fact with no source — reads as a fabricated/invented figure to sound authoritative. No provider publishes agent discount-approval ceilings publicly. Remove the specific percentage range or attribute it to an actual named source (e.g., a former call-center employee interview, a documented consumer report), otherwise frame explicitly as unverified speculation."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"""Initiating a formal port request, not just threatening to, sometimes triggers an automatic retention offer generated by the system itself before a human even gets involved.""",UNSUPPORTED,,,N/A,"A commonly repeated anecdotal claim in telecom-savings blogs but no official provider documentation or verifiable report was found confirming automated, system-triggered retention offers at the port-request stage in India. Attribute to a specific reported case or soften from ""sometimes triggers"" to clearly-flagged anecdotal claim."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"""Acquiring a new subscriber costs several times more than discounting an existing one, between advertising spend, free installation, and first-month promotional pricing.""",VERIFIABLE,,,Could Not Verify,"Consistent with general, well-established customer acquisition cost (CAC) vs. retention cost principles across subscription industries, but no telecom/DTH-specific figure or study was retrieved this session to confirm ""several times more"" precisely for Indian ISPs/DTH operators. Cite a specific telecom industry CAC study if a multiplier is kept."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"""Being aggressive or threatening on the call tends to move an agent less than being specific and prepared does.""",OPINION,,,N/A,"Reasonable negotiation advice but a subjective behavioral claim, not independently checkable against a source. Fine to keep as advice, not framed as a proven fact."
How to Negotiate Your Broadband or DTH Bill Down,(not live) /how-to-negotiate-your-broadband-or-dth-bill-down,IMPROVE,"""Many large Indian telecom groups now offer better combined pricing than the sum of two separate standalone plans"" (bundling broadband with mobile or DTH from the same parent company).",UNSUPPORTED,,,N/A,"Plausible (bundled telecom pricing is a known industry practice) but no actual bundle product is named or priced anywhere (e.g., Airtel Black, Jio's broadband+mobile+DTH combos, Tata Play + Airtel/Vi tie-ups). Name real bundle products with real prices to support the claim instead of a generic assertion."
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,"Interest from FDs and RDs is fully taxable as income from other sources, and banks deduct TDS at 10% if interest income from that bank crosses the threshold in a financial year (no specific threshold figure given).",OUTDATED,"Income Tax Act Section 194A as amended by Finance Act 2025 / ClearTax, TaxGarden summaries",https://cleartax.in/s/section-194a-tds-on-interest-other-than-interest-on-securities,Partially Confirmed,"10% TDS rate is correct, but the article never states the actual threshold, which changed recently: from FY 2025-26 (w.e.f. 1 Apr 2025) the no-TDS threshold for bank/post-office interest is ₹50,000 for individuals under 60 (raised from ₹40,000) and ₹1,00,000 for senior citizens 60+ (raised from ₹50,000). The article should state these current figures instead of leaving 'the threshold' unspecified."
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,TDS on RD interest works the same way as FD interest (RD interest is subject to TDS under the same provisions).,VERIFIABLE,TaxGuru / CharteredClub — Section 194A(3) Explanation 1 amendment (effective 1 June 2015),https://taxguru.in/income-tax/section-194a-amendment-provisions-related-tds-interest.html,Confirmed,"None — accurate. Recurring deposits were brought within the definition of 'time deposits' under Section 194A(3) effective 1 June 2015, so RD interest is subject to the same 10% TDS and threshold rules as FD interest."
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,Both FD and RD products are backed by DICGC insurance up to ₹5 lakh per depositor per bank.,VERIFIABLE,DICGC (Deposit Insurance and Credit Guarantee Corporation),https://www.dicgc.org.in/FAQs,Confirmed,"None — accurate. DICGC cover is ₹5 lakh per depositor per bank (principal + interest combined), raised from ₹1 lakh in February 2020."
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,Premature withdrawal on both FD and RD usually incurs a penalty reduction of 0.5-1% off the applicable rate.,UNSUPPORTED,,,Could Not Verify,"This is a commonly cited rule-of-thumb range but penalty rates are bank- and product-specific (e.g. SBI charges 0.50-1% depending on tenure and amount; other banks vary and some charge nothing on short breaks). Article should cite that this varies by bank rather than presenting one universal range, or name specific bank examples with links to their current FD/RD premature withdrawal policy pages."
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,The RD's effective yield is always lower than the quoted rate for the same total money because the average outstanding principal over the year is roughly half of the FD's.,VERIFIABLE,Standard RD/FD effective-yield mathematics (compounding on declining average balance),https://groww.in/calculators/flat-vs-reducing-rate-calculator,Confirmed,"None — the underlying math is correct in direction. The article's editorial note asks that the ₹1,20,000 worked example actually be finished with real maturity numbers; currently it states the concept but never computes the two maturity values, which would make the claim concretely verifiable to the reader rather than asserted."
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,"Missing an RD instalment typically triggers a small penalty charge per missed month rather than closing the account, with a grace period before repeated misses force early closure.",VERIFIABLE,"Bank-specific RD terms (e.g. SBI, HDFC RD missed-instalment policies)",https://blog.bankbazaar.com/recurring-deposits-and-tds/,Partially Confirmed,Directionally accurate but bank-specific: policies on missed-instalment penalties and grace periods before forced closure vary meaningfully by bank (e.g. number of allowed misses before auto-closure differs). Article should note this varies by bank rather than stating it as a universal rule.
The Real Difference Between a Fixed Deposit and a Recurring Deposit,(not live) /the-real-difference-between-a-fixed-deposit-and-a-recurring-deposit,IMPROVE,A 7% FD in a year with 6% inflation is barely preserving value in real terms.,OPINION,,,N/A,"This is a framing/interpretive statement built on a hypothetical, not a specific checkable government or market figure. No correction needed beyond noting it is illustrative, not a current inflation/rate claim."
How Much of Your Salary Should Actually Go to Rent,(not live) /how-much-of-your-salary-should-actually-go-to-rent,IMPROVE,"The 30% rule was built around gross household income and doesn't account for India-specific deductions like PF, professional tax, and TDS.",OPINION,,,N/A,The origin of the '30% rule' (commonly traced to US housing-affordability guidelines/HUD conventions) is asserted without citation. It's a widely repeated claim but the article should cite where the 30% figure originates rather than stating its provenance as settled fact.
How Much of Your Salary Should Actually Go to Rent,(not live) /how-much-of-your-salary-should-actually-go-to-rent,IMPROVE,"HRA exemption is the lower of: actual HRA received, rent paid minus 10% of basic salary, or a percentage of basic salary depending on city (implied 50%/40%).",VERIFIABLE,Income Tax Act Section 10(13A) read with Rule 2A,https://www.bajajfinserv.in/section-10-13a-of-income-tax-act,Confirmed,"Correct in substance but should state the exact figures for precision: exemption is the LEAST of (1) actual HRA received, (2) rent paid minus 10% of salary (basic + DA that counts for retirement benefits + turnover-based commission), (3) 50% of salary for Mumbai/Delhi/Kolkata/Chennai or 40% of salary for all other cities. The article names 'a percentage of basic salary depending on city' but never states 50%/40% or which four cities count as metro — this should be made explicit and cite Section 10(13A) / Rule 2A directly."
How Much of Your Salary Should Actually Go to Rent,(not live) /how-much-of-your-salary-should-actually-go-to-rent,IMPROVE,The new tax regime doesn't offer the HRA exemption.,VERIFIABLE,"Section 115BAC, Income Tax Act (new tax regime) / TaxBuddy, ClearTax summaries",https://taxguru.in/income-tax/hra-deduction-salaried-persons-tax-regime.html,Confirmed,None — accurate. HRA exemption under Section 10(13A) is not available to taxpayers who opt for the new tax regime under Section 115BAC; HRA received is fully taxable under that regime.
How Much of Your Salary Should Actually Go to Rent,(not live) /how-much-of-your-salary-should-actually-go-to-rent,IMPROVE,"Take-home pay on a ₹12 lakh CTC is usually around 70-80% of that after PF, professional tax, and TDS.",UNSUPPORTED,,,Could Not Verify,"This range is a reasonable rule-of-thumb but is highly dependent on individual CTC structure (bonus/variable pay proportion, employer PF matching, tax regime chosen, HRA and other exemptions claimed) and could not be tied to an authoritative source or standard calculator result. Should be labeled as an illustrative approximation, not a precise statistic, or replaced with a worked example using a stated CTC breakup."
How Much of Your Salary Should Actually Go to Rent,(not live) /how-much-of-your-salary-should-actually-go-to-rent,IMPROVE,"A ₹25,000 rent might have an effective cost closer to ₹20,000-22,000 once the HRA tax saving is accounted for.",UNSUPPORTED,,,Could Not Verify,"This specific illustrative figure depends entirely on the reader's basic salary, HRA component, city, and tax slab, which the article doesn't specify, so the ₹20,000-22,000 range cannot be independently verified as typical. Should either show the underlying assumptions (basic salary, slab rate, city) used to produce this number or clearly flag it as a hypothetical example only."
How Much of Your Salary Should Actually Go to Rent,(not live) /how-much-of-your-salary-should-actually-go-to-rent,IMPROVE,"Rent as a share of income is structurally higher in Mumbai, Bengaluru, and Delhi-NCR, and someone in Mumbai clearing 40-45% of take-home on rent isn't necessarily reckless.",OPINION,,,N/A,"This is an interpretive judgment about what counts as 'reckless' spending, not a checkable statistic. No correction needed; flag as opinion/contextual framing rather than fact."
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,"RBI requires regulated lenders to provide a Key Fact Statement (KFS) for most retail and personal loans, showing APR, fees, and repayment schedule in a standardized format.",VERIFIABLE,"RBI Circular RBI/2024-25/18 (Key Facts Statement (KFS) for Loans & Advances), effective 1 October 2024",https://uniqus.com/rbi-circular-on-key-facts-statement-for-loans-and-advances/,Confirmed,"None — accurate. RBI mandated KFS for all new retail and MSME term loans sanctioned on/after 1 October 2024 (circular dated 15 April 2024), requiring standardized disclosure of APR and all charges. Article could strengthen credibility by naming the circular explicitly. Note: KFS does not cover credit cards or non-term MSME lending, a nuance the article omits."
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,"A reducing balance rate calculates interest only on outstanding principal, while a flat rate calculates interest on the original principal for the whole tenure, making a flat rate loan more expensive than the same headline reducing rate.",VERIFIABLE,BankBazaar / DMI Finance — Flat vs Reducing Interest Rate explainers,https://www.bankbazaar.com/personal-loan/personal-loan-flat-and-reducing-interest-rate.html,Confirmed,None — mechanically accurate description of how flat-rate and reducing-balance interest are computed.
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,"Flat-rate loans commonly work out to an effective reducing-rate equivalent of roughly 1.8-2x the stated flat number, depending on tenure; a 13% flat loan is equivalent to roughly 23-24% reducing.",VERIFIABLE,BankBazaar / EMI.me flat-vs-reducing rate calculators and industry rule-of-thumb,https://emi.me/learn/flat-rate-vs-reducing-balance/,Partially Confirmed,"The 1.8-1.9x rule-of-thumb is a widely used approximation for typical 3-5 year tenures, but the exact multiplier is tenure-dependent (shorter tenures produce a smaller gap, longer tenures a larger one) and isn't a fixed, official figure — no RBI or regulatory source publishes a fixed conversion factor. The article's specific '13% flat ≈ 23-24% reducing' example is a plausible but unsourced illustrative calculation; it should show the calculation or cite a specific calculator/example rather than presenting the range as an established constant."
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,Processing fees commonly range 0.5-2.5% of the loan amount.,VERIFIABLE,"CreditMantri, Paisabazaar, DMI Finance personal loan processing fee surveys (2026)",https://www.creditmantri.com/personal-loan-processing-fees-charges/,Partially Confirmed,"Actual market range runs somewhat wider — most sources cite 0.5% to 4% (some up to 5%), with 1-2.5% being the common band for major banks/NBFCs specifically, plus 18% GST charged on top of the fee, which the article never mentions. Update the range to reflect the fuller 0.5-4% spread and add that GST applies on top of the fee."
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,Prepayment or foreclosure penalties on some loans commonly run 2-5% of the outstanding principal.,VERIFIABLE,"HDFC Bank, ICICI Bank personal loan prepayment charge schedules; industry surveys",https://www.tatacapital.com/blog/personal-use-loan/a-guide-to-effectively-prepaying-your-personal-loan/,Partially Confirmed,"Directionally correct; real-world bank data shows a slightly wider range of roughly 1-6% depending on the bank and how long the loan has run (e.g. HDFC: 4% within 24 EMIs, 3% at 24-36 EMIs, 2% after 36 EMIs; ICICI: 3% within 24 months, 0% after). Article should note that the percentage typically decreases the longer the loan has been running, rather than presenting one flat range."
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,Several RBI-regulated loan comparison platforms display APR alongside interest rate.,UNSUPPORTED,,,Could Not Verify,"No specific platforms are named, and 'RBI-regulated loan comparison platforms' is an imprecise description — loan aggregator/comparison websites (e.g. BankBazaar, Paisabazaar) are not themselves RBI-regulated entities in the way banks/NBFCs are; they operate as intermediaries. Article should either name specific platforms and clarify their actual regulatory status, or remove the 'RBI-regulated' characterization as currently unsupported."
How to Read a Loan APR Instead of Just the EMI,(not live) /how-to-read-a-loan-apr-instead-of-just-the-emi,IMPROVE,"Some lenders bundle credit life insurance into a loan, sometimes presented as mandatory when it's optional, inflating the loan principal and interest charged.",VERIFIABLE,RBI/consumer-finance reporting on bundled loan insurance practices,https://www.business-standard.com/amp/finance/news/banks-can-t-charge-additional-beyond-key-facts-statement-says-rbi-124041500993_1.html,Confirmed,"Directionally accurate and a well-documented practice/complaint area in Indian retail lending; the KFS mandate (Oct 2024) specifically requires insurance charges to be disclosed separately from the loan principal, which the article could cite as the regulatory backstop for this exact issue."
Remote Work vs Hybrid vs Office: How Each Setup Shapes Your Career Growth,(not live) /remote-work-vs-hybrid-vs-office-what-actually-affects-career-growth,IMPROVE,"Managers don't promote the person who works hardest — they promote the person whose work they can see and vouch for confidently, and remote work strips out accidental visibility.",OPINION,,,N/A,This is presented as a general mechanism/thesis without any cited survey or study. The editorial note explicitly flags that a real survey citation on remote/hybrid promotion rates would strengthen the piece — none is provided anywhere in the article. Recommend adding a citable data point (e.g. a labor-economics study on remote-worker promotion rates) to move this from assertion to evidence-backed claim.
Remote Work vs Hybrid vs Office: How Each Setup Shapes Your Career Growth,(not live) /remote-work-vs-hybrid-vs-office-what-actually-affects-career-growth,IMPROVE,"In informal conversations, many managers admit to a bias that it's easier to advocate for someone whose work they've watched happen in person, even when a remote report's output is comparable or better.",UNSUPPORTED,,,Could Not Verify,"No survey, study, or named source is cited for this claim about what managers 'admit privately.' This reads as a plausible but unverifiable generalization presented as established behavior. Should be either sourced to an actual survey (several exist on proximity bias in promotion decisions, e.g. from Future Forum or similar workplace-research groups) or rewritten as an explicitly stated opinion/hypothesis rather than a factual claim about manager behavior."
Remote Work vs Hybrid vs Office: How Each Setup Shapes Your Career Growth,(not live) /remote-work-vs-hybrid-vs-office-what-actually-affects-career-growth,IMPROVE,Most Indian IT and product companies have settled on two-to-three office days a week.,VERIFIABLE,"Industry hybrid-work policy reporting (e.g. TCS, Infosys, Wipro RTO mandates)",,Could Not Verify,"Directionally plausible (many large Indian IT firms have moved to 2-3 day RTO mandates through 2024-2026), but no single authoritative industry-wide survey was found confirming 'most' companies specifically settled on 2-3 days as a statistic. Article should cite specific company policies (e.g. TCS's return-to-office stance) rather than asserting an industry-wide average as settled fact."
Remote Work vs Hybrid vs Office: How Each Setup Shapes Your Career Growth,(not live) /remote-work-vs-hybrid-vs-office-what-actually-affects-career-growth,IMPROVE,"Early in a career, being in the room matters more because informal, unwritten learning (watching a senior debug live, watching how decisions get made) isn't captured in documentation, and this in-person learning curve flattens out for senior employees.",OPINION,,,N/A,"Reasonable, widely-held career advice but not a checkable statistic — presented as interpretation/argument, not fact. No correction needed beyond classification."
Remote Work vs Hybrid vs Office: How Each Setup Shapes Your Career Growth,(not live) /remote-work-vs-hybrid-vs-office-what-actually-affects-career-growth,IMPROVE,"A remote employee who asks specific, well-prepared questions in scheduled 1:1s often gets more actual mentorship time than an office employee who's present but never asks.",EXPERIENCE,,,N/A,"Presented as a general truth but reads as an anecdotal/generic claim with no named source, study, or specific example behind it — has the shape of fabricated-sounding 'often' framing rather than a cited pattern. Should be reframed as the author's opinion/observation rather than an implied fact."
How to Build a LinkedIn Profile That Recruiters Actually Find,(not live) /how-to-build-a-linkedin-profile-that-recruiters-actually-find,IMPROVE,"LinkedIn Recruiter lets recruiters search by exact keywords, current title, past titles, skills, location, and school, combined with AND/OR logic (Boolean search).",VERIFIABLE,LinkedIn Recruiter Help — Boolean search filters,https://www.linkedin.com/help/recruiter/answer/a415295,Confirmed,"None — accurate. LinkedIn Recruiter supports Boolean (AND/OR/NOT) search across title, location, company, skills, schools, and industries."
How to Build a LinkedIn Profile That Recruiters Actually Find,(not live) /how-to-build-a-linkedin-profile-that-recruiters-actually-find,IMPROVE,LinkedIn's own skill-matching weights skills with the most endorsements more heavily in recruiter search relevance.,UNSUPPORTED,,,Could Not Verify,LinkedIn does not publicly document that endorsement count directly boosts search ranking; this is a commonly repeated claim in LinkedIn-optimization blog content but not confirmed in LinkedIn's own official search/ranking documentation. Should be softened to 'many LinkedIn coaches believe' or removed unless a LinkedIn official source can be found.
How to Build a LinkedIn Profile That Recruiters Actually Find,(not live) /how-to-build-a-linkedin-profile-that-recruiters-actually-find,IMPROVE,"LinkedIn's algorithm and many recruiters weight recent activity, and profiles with no updates for over a year rank lower in relevance even with strong keyword coverage.",UNSUPPORTED,,,Could Not Verify,No official LinkedIn documentation or independent study was found confirming a specific 'over a year of inactivity' ranking penalty in recruiter search relevance. This is a plausible but unverified claim commonly repeated in LinkedIn-growth blog content. Should be attributed as anecdotal/industry belief rather than stated as an established platform mechanic.
How to Build a LinkedIn Profile That Recruiters Actually Find,(not live) /how-to-build-a-linkedin-profile-that-recruiters-actually-find,IMPROVE,"Profiles without a photo get filtered out or deprioritized in some recruiter searches entirely, since a blank avatar reads as an inactive or fake account.",UNSUPPORTED,,,Could Not Verify,"No LinkedIn official source confirms photo-less profiles are algorithmically filtered from search results; LinkedIn does publish general engagement stats favoring profiles with photos, but the specific 'filtered out' claim couldn't be verified. Recommend rewording to the more defensible claim that photo-less profiles receive less recruiter attention/trust, rather than asserting a search-filtering mechanic."
How to Build a LinkedIn Profile That Recruiters Actually Find,(not live) /how-to-build-a-linkedin-profile-that-recruiters-actually-find,IMPROVE,Turning on 'Open to Work' with recruiter-only visibility adds you to a dedicated search pool while staying invisible to your current employer's own recruiters.,VERIFIABLE,LinkedIn official Help Center — Open To Work feature,https://www.linkedin.com/help/recruiter/answer/a415295,Confirmed,"None — accurate. LinkedIn's 'Open to Work' feature offers a 'recruiters only' visibility setting specifically designed to signal availability to recruiters using LinkedIn Recruiter while hiding the signal from the user's current company's recruiters/employees, per LinkedIn's own documentation."
How to Build a LinkedIn Profile That Recruiters Actually Find,(not live) /how-to-build-a-linkedin-profile-that-recruiters-actually-find,IMPROVE,The actual job title field under each work experience entry is separately searchable from the headline.,VERIFIABLE,LinkedIn Recruiter search filters (title field indexing),https://www.leonar.app/blog/linkedin-recruiter-search-filters/,Confirmed,"None — accurate. LinkedIn Recruiter's 'Job title' filter searches the structured title field on each experience entry, separate from headline text search."
How to Handle Being Laid Off: The First Two Weeks,(not live) /how-to-handle-being-laid-off-the-first-two-weeks,IMPROVE,Gratuity is included in full and final settlement if the employee has completed five years of service.,VERIFIABLE,"Payment of Gratuity Act, 1972",https://thelegalschool.in/blog/gratuity-eligibility-criteria,Partially Confirmed,"The five-year rule is correct but incomplete: courts and the Act's 'continuous service' definition recognize an exception where an employee who completes more than 4 years and 240 days in the final year can also qualify, and the five-year requirement is waived entirely in cases of death or disablement. Article should mention the 4-years-240-days exception and the death/disablement waiver, both of which are common real-world scenarios for someone reading a layoff-specific article."
How to Handle Being Laid Off: The First Two Weeks,(not live) /how-to-handle-being-laid-off-the-first-two-weeks,IMPROVE,India has no automatic health insurance continuation like the US's COBRA — coverage typically ends on the last working day or shortly after if the only cover was the employer's group policy.,VERIFIABLE,IRDAI group health insurance / policyholder.gov.in,https://policyholder.gov.in/portability-of-health-insurance,Confirmed,"None — accurate. India has no equivalent to COBRA; group employer health cover generally terminates at employment end, and IRDAI portability/migration rules (not automatic continuation) are the mechanism available instead."
